Status	ReadID	Taxonomy	Kingdom	Phylum	Class	Order	Family	Genus	Species
U	NS500322:33:H5CC5BGXX:1:11104:7771:11191	unclassified							
C	NS500322:33:H5CC5BGXX:1:11102:5025:2737	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_;s_Lachnospiraceae bacterium A2	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		Lachnospiraceae bacterium A2
U	NS500322:33:H5CC5BGXX:1:11103:21201:10182	unclassified							
C	NS500322:33:H5CC5BGXX:1:11102:14473:15633	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales	Bacteria	Firmicutes	Clostridia	Clostridiales			
C	NS500322:33:H5CC5BGXX:1:11104:16847:7095	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium;s_Clostridium sp. CAG:299	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. CAG:299
C	NS500322:33:H5CC5BGXX:1:11101:10272:3181	root;k_Bacteria	Bacteria						
C	NS500322:33:H5CC5BGXX:1:11103:19821:6808	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium;s_Clostridium sp. KLE 1755	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. KLE 1755
U	NS500322:33:H5CC5BGXX:1:11104:15689:8534	unclassified							
C	NS500322:33:H5CC5BGXX:1:11103:21277:9999	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales	Bacteria	Firmicutes	Clostridia	Clostridiales			
U	NS500322:33:H5CC5BGXX:1:11101:8700:10202	unclassified							
C	NS500322:33:H5CC5BGXX:1:11103:7790:16054	root;k_Bacteria;p_Firmicutes	Bacteria	Firmicutes					
C	NS500322:33:H5CC5BGXX:1:11103:12019:14196	root;k_Bacteria	Bacteria						
U	NS500322:33:H5CC5BGXX:1:11101:5736:13411	unclassified							
C	NS500322:33:H5CC5BGXX:1:11101:22330:18721	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
C	NS500322:33:H5CC5BGXX:1:11104:9373:14784	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_;g_Flavonifractor;s_uncultured Flavonifractor sp.	Bacteria	Firmicutes	Clostridia	Clostridiales		Flavonifractor	uncultured Flavonifractor sp.
C	NS500322:33:H5CC5BGXX:1:11101:12659:8885	root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales			
C	NS500322:33:H5CC5BGXX:1:11102:14541:9567	root;k_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Micrococcales;f_Brevibacteriaceae;g_Brevibacterium	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Brevibacteriaceae	Brevibacterium	
U	NS500322:33:H5CC5BGXX:1:11101:15824:3272	unclassified							
C	NS500322:33:H5CC5BGXX:1:11101:11278:15585	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales	Bacteria	Firmicutes	Clostridia	Clostridiales			
U	NS500322:33:H5CC5BGXX:1:11102:4633:1312	unclassified							
U	NS500322:33:H5CC5BGXX:1:11103:15336:6904	unclassified							
U	NS500322:33:H5CC5BGXX:1:11104:15568:1656	unclassified							
U	NS500322:33:H5CC5BGXX:1:11101:6724:17408	unclassified							
C	NS500322:33:H5CC5BGXX:1:11103:22686:17263	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Dorea;s_Dorea sp. 5-2	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea	Dorea sp. 5-2
U	NS500322:33:H5CC5BGXX:1:11102:6833:17423	unclassified							
U	NS500322:33:H5CC5BGXX:1:11103:22532:3833	unclassified							
U	NS500322:33:H5CC5BGXX:1:11103:21344:1106	unclassified							
C	NS500322:33:H5CC5BGXX:1:11101:18698:5452	root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_;f_;g_;s_methanotrophic bacterial endosymbiont of Bathymodiolus sp.	Bacteria	Proteobacteria	Gammaproteobacteria				methanotrophic bacterial endosymbiont of Bathymodiolus sp.
C	NS500322:33:H5CC5BGXX:1:11104:16707:9386	root;k_Bacteria;p_Firmicutes;c_;o_;f_;g_;s_Firmicutes bacterium CAG:114	Bacteria	Firmicutes					Firmicutes bacterium CAG:114
U	NS500322:33:H5CC5BGXX:1:11103:20078:2633	unclassified							
U	NS500322:33:H5CC5BGXX:1:11101:9709:5560	unclassified							
U	NS500322:33:H5CC5BGXX:1:11101:14867:10080	unclassified							
C	NS500322:33:H5CC5BGXX:1:11101:3841:9522	root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides sp. CAG:927	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp. CAG:927
C	NS500322:33:H5CC5BGXX:1:11104:10510:17117	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Eubacteriaceae;g_Eubacterium;s_Eubacterium sp. SB2	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Eubacterium sp. SB2
U	NS500322:33:H5CC5BGXX:1:11103:12331:17763	unclassified							
U	NS500322:33:H5CC5BGXX:1:11103:14340:11005	unclassified							
U	NS500322:33:H5CC5BGXX:1:11104:19783:4617	unclassified							
C	NS500322:33:H5CC5BGXX:1:11104:6259:18347	root;k_Bacteria;p_Firmicutes	Bacteria	Firmicutes					
C	NS500322:33:H5CC5BGXX:1:11103:5801:17713	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Roseburia;s_uncultured Roseburia sp.	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	uncultured Roseburia sp.
C	NS500322:33:H5CC5BGXX:1:11103:12174:15164	root;k_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Streptosporangiales;f_Thermomonosporaceae;g_Thermomonospora;s_Thermomonospora curvata	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Thermomonosporaceae	Thermomonospora	Thermomonospora curvata
U	NS500322:33:H5CC5BGXX:1:11102:5258:13482	unclassified							
C	NS500322:33:H5CC5BGXX:1:11103:13992:13351	root;k_Bacteria;p_Candidatus Saccharibacteria;c_;o_;f_;g_;s_Candidatus Saccharibacteria bacterium CG2_30_41_52	Bacteria	Candidatus Saccharibacteria					Candidatus Saccharibacteria bacterium CG2_30_41_52
C	NS500322:33:H5CC5BGXX:1:11102:6833:12684	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Coprococcus;s_Coprococcus catus	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus	Coprococcus catus
C	NS500322:33:H5CC5BGXX:1:11103:9400:7405	root;k_Bacteria;p_Firmicutes	Bacteria	Firmicutes					
U	NS500322:33:H5CC5BGXX:1:11101:6239:9142	unclassified							
U	NS500322:33:H5CC5BGXX:1:11105:6431:1641	unclassified							
C	NS500322:33:H5CC5BGXX:1:11104:6314:15470	root;k_Bacteria;p_Firmicutes;c_;o_;f_;g_;s_Firmicutes bacterium CAG:114	Bacteria	Firmicutes					Firmicutes bacterium CAG:114
U	NS500322:33:H5CC5BGXX:1:11101:1216:6262	unclassified							
U	NS500322:33:H5CC5BGXX:1:11102:26549:8864	unclassified							
C	NS500322:33:H5CC5BGXX:1:11104:5655:19222	root;k_Bacteria	Bacteria						
C	NS500322:33:H5CC5BGXX:1:11102:3014:13513	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_;s_Lachnospiraceae bacterium 10-1	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		Lachnospiraceae bacterium 10-1
C	NS500322:33:H5CC5BGXX:1:11101:1881:7980	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium;s_uncultured Clostridium sp.	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	uncultured Clostridium sp.
U	NS500322:33:H5CC5BGXX:1:11104:22300:14606	unclassified							
C	NS500322:33:H5CC5BGXX:1:11103:11866:4260	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
C	NS500322:33:H5CC5BGXX:1:11104:22745:14760	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Oscillospiraceae;g_Oscillibacter;s_Oscillibacter sp. CAG:241	Bacteria	Firmicutes	Clostridia	Clostridiales	Oscillospiraceae	Oscillibacter	Oscillibacter sp. CAG:241
C	NS500322:33:H5CC5BGXX:1:11102:9674:8861	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_Ruminococcus;s_uncultured Ruminococcus sp.	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	uncultured Ruminococcus sp.
U	NS500322:33:H5CC5BGXX:1:11103:26105:5839	unclassified							
C	NS500322:33:H5CC5BGXX:1:11103:4443:18602	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
C	NS500322:33:H5CC5BGXX:1:11105:12180:2462	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Roseburia;s_Roseburia hominis	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	Roseburia hominis
U	NS500322:33:H5CC5BGXX:1:11101:11633:6442	unclassified							
C	NS500322:33:H5CC5BGXX:1:11101:14878:2288	root;k_Bacteria	Bacteria						
C	NS500322:33:H5CC5BGXX:1:11104:3298:19066	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
U	NS500322:33:H5CC5BGXX:1:11101:6133:14812	unclassified							
C	NS500322:33:H5CC5BGXX:1:11104:26449:4522	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales	Bacteria	Firmicutes	Clostridia	Clostridiales			
U	NS500322:33:H5CC5BGXX:1:11101:7672:11451	unclassified							
U	NS500322:33:H5CC5BGXX:1:11101:3054:13547	unclassified							
C	NS500322:33:H5CC5BGXX:1:11103:6063:7028	root;k_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Streptomycetales;f_Streptomycetaceae;g_Streptomyces;s_Streptomyces reticuli	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces reticuli
C	NS500322:33:H5CC5BGXX:1:11102:19311:13754	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_;g_;s_Clostridiales bacterium CHKCI001	Bacteria	Firmicutes	Clostridia	Clostridiales			Clostridiales bacterium CHKCI001
U	NS500322:33:H5CC5BGXX:1:11102:2661:8733	unclassified							
C	NS500322:33:H5CC5BGXX:1:11103:16748:20004	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_;s_Lachnospiraceae bacterium 3-2	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		Lachnospiraceae bacterium 3-2
C	NS500322:33:H5CC5BGXX:1:11105:17427:4607	root;k_Bacteria	Bacteria						
U	NS500322:33:H5CC5BGXX:1:11102:16411:19046	unclassified							
U	NS500322:33:H5CC5BGXX:1:11103:3319:15958	unclassified							
C	NS500322:33:H5CC5BGXX:1:11103:15133:5518	root;k_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Pseudonocardiales;f_Pseudonocardiaceae;g_Actinosynnema;s_Actinosynnema mirum	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Actinosynnema	Actinosynnema mirum
C	NS500322:33:H5CC5BGXX:1:11101:19743:4203	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_;s_Lachnospiraceae bacterium 10-1	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		Lachnospiraceae bacterium 10-1
C	NS500322:33:H5CC5BGXX:1:11102:16386:19685	root;k_Bacteria;p_Firmicutes	Bacteria	Firmicutes					
U	NS500322:33:H5CC5BGXX:1:11102:19759:4674	unclassified							
C	NS500322:33:H5CC5BGXX:1:11103:23400:3072	root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Aeromonadales;f_Aeromonadaceae;g_Aeromonas;s_Aeromonas hydrophila	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas hydrophila
C	NS500322:33:H5CC5BGXX:1:11103:15100:5592	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Oscillospiraceae;g_Oscillibacter;s_Oscillibacter valericigenes	Bacteria	Firmicutes	Clostridia	Clostridiales	Oscillospiraceae	Oscillibacter	Oscillibacter valericigenes
U	NS500322:33:H5CC5BGXX:1:11104:26264:18517	unclassified							
C	NS500322:33:H5CC5BGXX:1:11101:12109:4790	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_;s_Lachnospiraceae bacterium 10-1	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		Lachnospiraceae bacterium 10-1
C	NS500322:33:H5CC5BGXX:1:11101:4667:12132	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_;s_Lachnospiraceae bacterium 10-1	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		Lachnospiraceae bacterium 10-1
U	NS500322:33:H5CC5BGXX:1:11101:11590:5833	unclassified							
U	NS500322:33:H5CC5BGXX:1:11101:3662:5183	unclassified							
C	NS500322:33:H5CC5BGXX:1:11101:17532:17862	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium;s_Clostridium phoceensis	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium phoceensis
U	NS500322:33:H5CC5BGXX:1:11103:19892:17836	unclassified							
C	NS500322:33:H5CC5BGXX:1:11101:8949:16395	root;k_Bacteria;p_Firmicutes;c_;o_;f_;g_;s_Firmicutes bacterium ASF500	Bacteria	Firmicutes					Firmicutes bacterium ASF500
U	NS500322:33:H5CC5BGXX:1:11102:13963:13256	unclassified							
C	NS500322:33:H5CC5BGXX:1:11102:2203:9490	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Kineothrix;s_Kineothrix alysoides	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Kineothrix	Kineothrix alysoides
U	NS500322:33:H5CC5BGXX:1:11104:6231:7588	unclassified							
U	NS500322:33:H5CC5BGXX:1:11103:13079:6743	unclassified							
C	NS500322:33:H5CC5BGXX:1:11102:10566:11251	root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales	Bacteria	Firmicutes	Bacilli	Lactobacillales			
C	NS500322:33:H5CC5BGXX:1:11102:12505:17260	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales	Bacteria	Firmicutes	Clostridia	Clostridiales			
U	NS500322:33:H5CC5BGXX:1:11103:17242:8632	unclassified							
U	NS500322:33:H5CC5BGXX:1:11101:12252:1785	unclassified							
C	NS500322:33:H5CC5BGXX:1:11102:12384:16543	root;k_Bacteria;p_Firmicutes	Bacteria	Firmicutes					
C	NS500322:33:H5CC5BGXX:1:11101:22636:7821	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_Fournierella;s_Fournierella massiliensis	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Fournierella	Fournierella massiliensis
U	NS500322:33:H5CC5BGXX:1:11103:1421:7126	unclassified							
U	NS500322:33:H5CC5BGXX:1:11102:16067:4875	unclassified							
C	NS500322:33:H5CC5BGXX:1:11105:22055:2848	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium;s_Clostridium tepidiprofundi	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium tepidiprofundi
U	NS500322:33:H5CC5BGXX:1:11102:19894:5865	unclassified							
U	NS500322:33:H5CC5BGXX:1:11104:17314:18206	unclassified							
C	NS500322:33:H5CC5BGXX:1:11103:4616:3326	root;k_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Micromonosporales;f_Micromonosporaceae;g_Actinoplanes;s_Actinoplanes derwentensis	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Actinoplanes	Actinoplanes derwentensis
C	NS500322:33:H5CC5BGXX:1:11103:2591:6360	root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides sp. CAG:927	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp. CAG:927
C	NS500322:33:H5CC5BGXX:1:11104:7526:10904	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium;s_Clostridium sp. CAG:242	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. CAG:242
C	NS500322:33:H5CC5BGXX:1:11102:14972:13684	root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales;f_Bacillaceae;g_Bacillus;s_Bacillus sp. 123MFChir2	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. 123MFChir2
C	NS500322:33:H5CC5BGXX:1:11102:16598:20095	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
C	NS500322:33:H5CC5BGXX:1:11101:1137:6666	root;k_Bacteria	Bacteria						
C	NS500322:33:H5CC5BGXX:1:11104:5008:11558	root;k_Bacteria;p_Bacteroidetes	Bacteria	Bacteroidetes					
C	NS500322:33:H5CC5BGXX:1:11104:9990:13450	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
C	NS500322:33:H5CC5BGXX:1:11104:15972:16162	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_;s_Lachnospiraceae bacterium 3-1	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		Lachnospiraceae bacterium 3-1
U	NS500322:33:H5CC5BGXX:1:11102:9583:2534	unclassified							
C	NS500322:33:H5CC5BGXX:1:11104:8786:18685	root;k_Bacteria;p_Firmicutes	Bacteria	Firmicutes					
U	NS500322:33:H5CC5BGXX:1:11101:7043:2955	unclassified							
C	NS500322:33:H5CC5BGXX:1:11102:6070:13221	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium;s_Clostridium sp. CAG:1024	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. CAG:1024
U	NS500322:33:H5CC5BGXX:1:11103:3850:18032	unclassified							
U	NS500322:33:H5CC5BGXX:1:11103:19278:15466	unclassified							
U	NS500322:33:H5CC5BGXX:1:11105:11109:1527	unclassified							
U	NS500322:33:H5CC5BGXX:1:11101:13149:9875	unclassified							
C	NS500322:33:H5CC5BGXX:1:11103:13057:15813	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales	Bacteria	Firmicutes	Clostridia	Clostridiales			
U	NS500322:33:H5CC5BGXX:1:11102:8051:20288	unclassified							
U	NS500322:33:H5CC5BGXX:1:11101:18360:14725	unclassified							
C	NS500322:33:H5CC5BGXX:1:11101:11954:12475	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Roseburia	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	
C	NS500322:33:H5CC5BGXX:1:11102:14303:14845	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_;s_Lachnospiraceae bacterium 28-4	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		Lachnospiraceae bacterium 28-4
U	NS500322:33:H5CC5BGXX:1:11104:20321:4645	unclassified							
U	NS500322:33:H5CC5BGXX:1:11103:14017:16978	unclassified							
U	NS500322:33:H5CC5BGXX:1:11103:18427:15442	unclassified							
C	NS500322:33:H5CC5BGXX:1:11101:11769:19591	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
C	NS500322:33:H5CC5BGXX:1:11104:7529:13432	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Eubacteriaceae;g_Eubacterium;s_Eubacterium plexicaudatum	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Eubacterium plexicaudatum
C	NS500322:33:H5CC5BGXX:1:11103:8110:13382	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium;s_Clostridium sp. Marseille-P299	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. Marseille-P299
C	NS500322:33:H5CC5BGXX:1:11104:4397:20015	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_;s_Lachnospiraceae bacterium A2	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		Lachnospiraceae bacterium A2
C	NS500322:33:H5CC5BGXX:1:11102:25645:16919	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_;s_Lachnospiraceae bacterium P6A3	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		Lachnospiraceae bacterium P6A3
U	NS500322:33:H5CC5BGXX:1:11101:23419:7093	unclassified							
U	NS500322:33:H5CC5BGXX:1:11101:18015:3914	unclassified							
U	NS500322:33:H5CC5BGXX:1:11104:24409:8783	unclassified							
U	NS500322:33:H5CC5BGXX:1:11101:6800:16807	unclassified							
C	NS500322:33:H5CC5BGXX:1:11101:21072:3204	root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Rikenellaceae;g_Alistipes;s_Alistipes sp. CAG:514	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes sp. CAG:514
U	NS500322:33:H5CC5BGXX:1:11101:11931:13220	unclassified							
C	NS500322:33:H5CC5BGXX:1:11102:5678:17318	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_Ruminiclostridium;s_[Clostridium] viride	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium	[Clostridium] viride
U	NS500322:33:H5CC5BGXX:1:11104:3391:5234	unclassified							
C	NS500322:33:H5CC5BGXX:1:11104:8815:4596	root;k_Bacteria;p_Firmicutes;c_;o_;f_;g_;s_Firmicutes bacterium ASF500	Bacteria	Firmicutes					Firmicutes bacterium ASF500
U	NS500322:33:H5CC5BGXX:1:11102:6069:4575	unclassified							
U	NS500322:33:H5CC5BGXX:1:11103:11464:6944	unclassified							
C	NS500322:33:H5CC5BGXX:1:11104:14060:5779	root;k_Bacteria;p_Candidatus Moranbacteria;c_;o_;f_;g_;s_Candidatus Moranbacteria bacterium RIFCSPHIGHO2_12_FULL_40_10	Bacteria	Candidatus Moranbacteria					Candidatus Moranbacteria bacterium RIFCSPHIGHO2_12_FULL_40_10
U	NS500322:33:H5CC5BGXX:1:11102:9278:15500	unclassified							
C	NS500322:33:H5CC5BGXX:1:11103:16014:19314	root;k_Bacteria;p_Proteobacteria;c_Deltaproteobacteria;o_;f_;g_;s_Deltaproteobacteria bacterium RBG_13_65_10	Bacteria	Proteobacteria	Deltaproteobacteria				Deltaproteobacteria bacterium RBG_13_65_10
U	NS500322:33:H5CC5BGXX:1:11101:18682:7775	unclassified							
C	NS500322:33:H5CC5BGXX:1:11104:8493:16134	root;k_Bacteria;p_Firmicutes;c_;o_;f_;g_;s_Firmicutes bacterium ASF500	Bacteria	Firmicutes					Firmicutes bacterium ASF500
U	NS500322:33:H5CC5BGXX:1:11104:11714:19888	unclassified							
C	NS500322:33:H5CC5BGXX:1:11104:18021:4001	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales	Bacteria	Firmicutes	Clostridia	Clostridiales			
C	NS500322:33:H5CC5BGXX:1:11103:7939:8335	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_;g_Flavonifractor;s_uncultured Flavonifractor sp.	Bacteria	Firmicutes	Clostridia	Clostridiales		Flavonifractor	uncultured Flavonifractor sp.
C	NS500322:33:H5CC5BGXX:1:11104:4441:2499	root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Moraxellaceae;g_Acinetobacter;s_Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter baumannii
U	NS500322:33:H5CC5BGXX:1:11103:22078:4878	unclassified							
C	NS500322:33:H5CC5BGXX:1:11103:12108:4139	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Lachnoclostridium;s_Lachnoclostridium sp. YL32	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	Lachnoclostridium sp. YL32
U	NS500322:33:H5CC5BGXX:1:11104:1787:14029	unclassified							
C	NS500322:33:H5CC5BGXX:1:11102:8990:9204	root;k_Bacteria;p_Nitrospirae;c_;o_;f_;g_;s_Nitrospirae bacterium CG2_30_41_42	Bacteria	Nitrospirae					Nitrospirae bacterium CG2_30_41_42
U	NS500322:33:H5CC5BGXX:1:11103:2019:10707	unclassified							
U	NS500322:33:H5CC5BGXX:1:11103:17185:17803	unclassified							
C	NS500322:33:H5CC5BGXX:1:11104:15852:17341	root;k_Bacteria	Bacteria						
C	NS500322:33:H5CC5BGXX:1:11102:3141:12147	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales	Bacteria	Firmicutes	Clostridia	Clostridiales			
U	NS500322:33:H5CC5BGXX:1:11104:7711:7505	unclassified							
U	NS500322:33:H5CC5BGXX:1:11103:3952:17041	unclassified							
C	NS500322:33:H5CC5BGXX:1:11101:18936:18185	root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales;f_Bacillaceae;g_Bacillus;s_Bacillus sp. SJS	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. SJS
C	NS500322:33:H5CC5BGXX:1:11101:1894:10589	root;k_Bacteria	Bacteria						
