Status	ReadID	Taxonomy	Kingdom	Phylum	Class	Order	Family	Genus	Species
U	NS500322:33:H5CC5BGXX:1:11101:4759:19208	unclassified							
C	NS500322:33:H5CC5BGXX:1:11103:6813:4628	root;k_;p_;c_;o_;f_;g_;s_uncultured prokaryote							uncultured prokaryote
U	NS500322:33:H5CC5BGXX:1:11102:9096:3277	unclassified							
C	NS500322:33:H5CC5BGXX:1:11105:9289:4273	root;k_Bacteria;p_Firmicutes;c_;o_;f_;g_;s_Firmicutes bacterium CAG:110	Bacteria	Firmicutes					Firmicutes bacterium CAG:110
C	NS500322:33:H5CC5BGXX:1:11101:2812:4094	root;k_Bacteria	Bacteria						
C	NS500322:33:H5CC5BGXX:1:11101:11692:6921	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales	Bacteria	Firmicutes	Clostridia	Clostridiales			
C	NS500322:33:H5CC5BGXX:1:11103:21379:14116	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_;s_Lachnospiraceae bacterium A2	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		Lachnospiraceae bacterium A2
U	NS500322:33:H5CC5BGXX:1:11103:19600:19249	unclassified							
U	NS500322:33:H5CC5BGXX:1:11104:16738:6529	unclassified							
U	NS500322:33:H5CC5BGXX:1:11104:8862:2795	unclassified							
U	NS500322:33:H5CC5BGXX:1:11101:14171:1348	unclassified							
C	NS500322:33:H5CC5BGXX:1:11104:10171:12021	root;k_Bacteria;p_Firmicutes;c_;o_;f_;g_;s_Firmicutes bacterium CAG:170	Bacteria	Firmicutes					Firmicutes bacterium CAG:170
U	NS500322:33:H5CC5BGXX:1:11105:26075:5160	unclassified							
C	NS500322:33:H5CC5BGXX:1:11102:21473:15008	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
U	NS500322:33:H5CC5BGXX:1:11104:14907:13870	unclassified							
U	NS500322:33:H5CC5BGXX:1:11103:24042:12908	unclassified							
C	NS500322:33:H5CC5BGXX:1:11102:6923:11024	root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	
C	NS500322:33:H5CC5BGXX:1:11103:10004:12831	root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Yersiniaceae;g_Serratia;s_Serratia marcescens	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Serratia	Serratia marcescens
U	NS500322:33:H5CC5BGXX:1:11104:12395:9343	unclassified							
U	NS500322:33:H5CC5BGXX:1:11102:1171:3055	unclassified							
U	NS500322:33:H5CC5BGXX:1:11102:10893:7499	unclassified							
C	NS500322:33:H5CC5BGXX:1:11102:11912:1568	root;k_Bacteria;p_Firmicutes;c_Clostridia	Bacteria	Firmicutes	Clostridia				
C	NS500322:33:H5CC5BGXX:1:11104:8242:8221	root;k_Bacteria	Bacteria						
U	NS500322:33:H5CC5BGXX:1:11103:11870:11201	unclassified							
U	NS500322:33:H5CC5BGXX:1:11102:21739:7398	unclassified							
C	NS500322:33:H5CC5BGXX:1:11103:18382:11346	root;k_Bacteria	Bacteria						
C	NS500322:33:H5CC5BGXX:1:11103:15835:3113	root;k_Bacteria	Bacteria						
C	NS500322:33:H5CC5BGXX:1:11104:21486:6638	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
C	NS500322:33:H5CC5BGXX:1:11101:3231:2965	root;k_Bacteria	Bacteria						
C	NS500322:33:H5CC5BGXX:1:11101:19293:13901	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
U	NS500322:33:H5CC5BGXX:1:11101:12856:5346	unclassified							
C	NS500322:33:H5CC5BGXX:1:11103:1457:10489	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Eubacteriaceae;g_Eubacterium	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	
C	NS500322:33:H5CC5BGXX:1:11103:11883:20298	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Eubacteriaceae;g_Acetobacterium;s_Acetobacterium woodii	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Acetobacterium	Acetobacterium woodii
U	NS500322:33:H5CC5BGXX:1:11103:8335:9399	unclassified							
C	NS500322:33:H5CC5BGXX:1:11102:19000:7503	root;k_Bacteria;p_Proteobacteria;c_Deltaproteobacteria;o_Myxococcales;f_Myxococcaceae;g_Myxococcus;s_Myxococcus xanthus	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcaceae	Myxococcus	Myxococcus xanthus
U	NS500322:33:H5CC5BGXX:1:11103:18150:9205	unclassified							
U	NS500322:33:H5CC5BGXX:1:11102:9133:20330	unclassified							
U	NS500322:33:H5CC5BGXX:1:11102:14500:19759	unclassified							
U	NS500322:33:H5CC5BGXX:1:11101:19575:14118	unclassified							
U	NS500322:33:H5CC5BGXX:1:11103:6270:15443	unclassified							
U	NS500322:33:H5CC5BGXX:1:11102:10527:1175	unclassified							
U	NS500322:33:H5CC5BGXX:1:11101:2402:4814	unclassified							
C	NS500322:33:H5CC5BGXX:1:11104:13865:12084	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_;s_Lachnospiraceae bacterium A2	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		Lachnospiraceae bacterium A2
C	NS500322:33:H5CC5BGXX:1:11101:24404:9203	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Niameybacter;s_Niameybacter massiliensis	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Niameybacter	Niameybacter massiliensis
C	NS500322:33:H5CC5BGXX:1:11104:9248:6293	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Dorea;s_Dorea sp. 5-2	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea	Dorea sp. 5-2
C	NS500322:33:H5CC5BGXX:1:11102:5009:5141	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
U	NS500322:33:H5CC5BGXX:1:11101:15995:12034	unclassified							
C	NS500322:33:H5CC5BGXX:1:11104:5106:12237	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales	Bacteria	Firmicutes	Clostridia	Clostridiales			
C	NS500322:33:H5CC5BGXX:1:11102:6249:2125	root;k_Bacteria	Bacteria						
U	NS500322:33:H5CC5BGXX:1:11101:1614:13138	unclassified							
U	NS500322:33:H5CC5BGXX:1:11101:2281:15096	unclassified							
C	NS500322:33:H5CC5BGXX:1:11102:13030:16742	root;k_Bacteria;p_Firmicutes	Bacteria	Firmicutes					
U	NS500322:33:H5CC5BGXX:1:11104:4882:6145	unclassified							
U	NS500322:33:H5CC5BGXX:1:11103:23800:7442	unclassified							
U	NS500322:33:H5CC5BGXX:1:11104:18803:3765	unclassified							
U	NS500322:33:H5CC5BGXX:1:11101:2051:5410	unclassified							
C	NS500322:33:H5CC5BGXX:1:11104:2392:7831	root;k_Bacteria	Bacteria						
U	NS500322:33:H5CC5BGXX:1:11103:11226:11842	unclassified							
U	NS500322:33:H5CC5BGXX:1:11102:23279:14434	unclassified							
C	NS500322:33:H5CC5BGXX:1:11104:8013:15479	root;k_Bacteria;p_Firmicutes;c_;o_;f_;g_;s_Firmicutes bacterium ASF500	Bacteria	Firmicutes					Firmicutes bacterium ASF500
U	NS500322:33:H5CC5BGXX:1:11104:21752:9600	unclassified							
C	NS500322:33:H5CC5BGXX:1:11104:11704:15054	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_;s_Lachnospiraceae bacterium 10-1	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		Lachnospiraceae bacterium 10-1
U	NS500322:33:H5CC5BGXX:1:11104:13279:16936	unclassified							
C	NS500322:33:H5CC5BGXX:1:11105:20141:5144	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Anaerotignum	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerotignum	
C	NS500322:33:H5CC5BGXX:1:11102:19067:2686	root;k_Bacteria;p_Firmicutes	Bacteria	Firmicutes					
U	NS500322:33:H5CC5BGXX:1:11104:10032:15956	unclassified							
U	NS500322:33:H5CC5BGXX:1:11103:10594:11544	unclassified							
C	NS500322:33:H5CC5BGXX:1:11101:7259:14012	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales	Bacteria	Firmicutes	Clostridia	Clostridiales			
U	NS500322:33:H5CC5BGXX:1:11101:11006:6283	unclassified							
C	NS500322:33:H5CC5BGXX:1:11101:2843:7760	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales	Bacteria	Firmicutes	Clostridia	Clostridiales			
C	NS500322:33:H5CC5BGXX:1:11101:25435:20152	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_Ruminiclostridium;s_Ruminiclostridium sp. KB18	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium	Ruminiclostridium sp. KB18
U	NS500322:33:H5CC5BGXX:1:11103:5132:2533	unclassified							
C	NS500322:33:H5CC5BGXX:1:11104:16048:2047	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium;s_Clostridium sp. ASF502	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. ASF502
C	NS500322:33:H5CC5BGXX:1:11101:3761:8252	root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides vulgatus	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides vulgatus
C	NS500322:33:H5CC5BGXX:1:11103:16128:18535	root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Rikenellaceae;g_Alistipes	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	
U	NS500322:33:H5CC5BGXX:1:11101:11831:15363	unclassified							
C	NS500322:33:H5CC5BGXX:1:11103:18747:6750	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales	Bacteria	Firmicutes	Clostridia	Clostridiales			
C	NS500322:33:H5CC5BGXX:1:11104:9012:9145	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_;s_Lachnospiraceae bacterium 3-2	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		Lachnospiraceae bacterium 3-2
C	NS500322:33:H5CC5BGXX:1:11101:25894:18134	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Oscillospiraceae;g_Oscillibacter;s_Oscillibacter sp. 1-3	Bacteria	Firmicutes	Clostridia	Clostridiales	Oscillospiraceae	Oscillibacter	Oscillibacter sp. 1-3
U	NS500322:33:H5CC5BGXX:1:11103:11790:9647	unclassified							
C	NS500322:33:H5CC5BGXX:1:11102:9833:18956	root;k_Bacteria;p_Firmicutes;c_;o_;f_;g_;s_Firmicutes bacterium CAG:102	Bacteria	Firmicutes					Firmicutes bacterium CAG:102
U	NS500322:33:H5CC5BGXX:1:11101:4373:12025	unclassified							
C	NS500322:33:H5CC5BGXX:1:11103:5601:15911	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_;s_Lachnospiraceae bacterium P6A3	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		Lachnospiraceae bacterium P6A3
U	NS500322:33:H5CC5BGXX:1:11101:14861:16033	unclassified							
U	NS500322:33:H5CC5BGXX:1:11104:5892:13888	unclassified							
U	NS500322:33:H5CC5BGXX:1:11103:6741:6861	unclassified							
C	NS500322:33:H5CC5BGXX:1:11103:7172:10476	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
C	NS500322:33:H5CC5BGXX:1:11101:5870:16278	root;k_Bacteria;p_Firmicutes;c_;o_;f_;g_;s_Firmicutes bacterium ASF500	Bacteria	Firmicutes					Firmicutes bacterium ASF500
U	NS500322:33:H5CC5BGXX:1:11101:8575:13511	unclassified							
U	NS500322:33:H5CC5BGXX:1:11102:6008:14876	unclassified							
U	NS500322:33:H5CC5BGXX:1:11102:1067:20203	unclassified							
C	NS500322:33:H5CC5BGXX:1:11103:15364:8097	root;k_Bacteria;p_Firmicutes;c_;o_;f_;g_;s_Firmicutes bacterium CAG:129	Bacteria	Firmicutes					Firmicutes bacterium CAG:129
U	NS500322:33:H5CC5BGXX:1:11102:11718:17914	unclassified							
U	NS500322:33:H5CC5BGXX:1:11103:18348:15342	unclassified							
C	NS500322:33:H5CC5BGXX:1:11101:13661:19501	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
C	NS500322:33:H5CC5BGXX:1:11102:13975:15344	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Dorea;s_Dorea sp. 5-2	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea	Dorea sp. 5-2
U	NS500322:33:H5CC5BGXX:1:11103:22459:1311	unclassified							
C	NS500322:33:H5CC5BGXX:1:11103:8404:10858	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales	Bacteria	Firmicutes	Clostridia	Clostridiales			
U	NS500322:33:H5CC5BGXX:1:11101:20114:11066	unclassified							
C	NS500322:33:H5CC5BGXX:1:11102:6372:10186	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
C	NS500322:33:H5CC5BGXX:1:11104:26283:19093	root;k_Bacteria;p_Firmicutes	Bacteria	Firmicutes					
U	NS500322:33:H5CC5BGXX:1:11103:18531:10129	unclassified							
U	NS500322:33:H5CC5BGXX:1:11101:10585:15215	unclassified							
C	NS500322:33:H5CC5BGXX:1:11101:4447:3418	root;k_Bacteria	Bacteria						
C	NS500322:33:H5CC5BGXX:1:11101:9269:10570	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Thermoanaerobacterales;f_Thermoanaerobacterales Family IV. Incertae Sedis;g_Mahella;s_Mahella australiensis	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacterales Family IV. Incertae Sedis	Mahella	Mahella australiensis
U	NS500322:33:H5CC5BGXX:1:11102:17391:15163	unclassified							
U	NS500322:33:H5CC5BGXX:1:11103:4212:9811	unclassified							
C	NS500322:33:H5CC5BGXX:1:11101:2420:14551	root;k_Bacteria;p_Firmicutes;c_;o_;f_;g_;s_Firmicutes bacterium CAG:129	Bacteria	Firmicutes					Firmicutes bacterium CAG:129
U	NS500322:33:H5CC5BGXX:1:11105:7244:1929	unclassified							
C	NS500322:33:H5CC5BGXX:1:11102:7608:8128	root;k_Bacteria	Bacteria						
U	NS500322:33:H5CC5BGXX:1:11104:11590:1786	unclassified							
C	NS500322:33:H5CC5BGXX:1:11101:4800:13304	root;k_Bacteria;p_Firmicutes	Bacteria	Firmicutes					
U	NS500322:33:H5CC5BGXX:1:11104:14887:5854	unclassified							
U	NS500322:33:H5CC5BGXX:1:11104:14288:8558	unclassified							
C	NS500322:33:H5CC5BGXX:1:11101:17008:17435	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
C	NS500322:33:H5CC5BGXX:1:11104:17228:1464	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_;s_Lachnospiraceae bacterium 3-1	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		Lachnospiraceae bacterium 3-1
U	NS500322:33:H5CC5BGXX:1:11104:7509:7281	unclassified							
C	NS500322:33:H5CC5BGXX:1:11104:8960:18213	root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Lactobacillaceae;g_Pediococcus;s_Pediococcus damnosus	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Pediococcus damnosus
C	NS500322:33:H5CC5BGXX:1:11104:5838:11457	root;k_Bacteria	Bacteria						
C	NS500322:33:H5CC5BGXX:1:11102:15050:1630	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_;g_Flavonifractor;s_uncultured Flavonifractor sp.	Bacteria	Firmicutes	Clostridia	Clostridiales		Flavonifractor	uncultured Flavonifractor sp.
U	NS500322:33:H5CC5BGXX:1:11103:6281:19913	unclassified							
U	NS500322:33:H5CC5BGXX:1:11104:2327:7656	unclassified							
C	NS500322:33:H5CC5BGXX:1:11104:12479:19921	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
C	NS500322:33:H5CC5BGXX:1:11103:5720:2394	root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	
U	NS500322:33:H5CC5BGXX:1:11101:4337:3670	unclassified							
C	NS500322:33:H5CC5BGXX:1:11102:21347:16875	root;k_Bacteria;p_Firmicutes;c_Negativicutes;o_Veillonellales;f_Veillonellaceae;g_Veillonella	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	
U	NS500322:33:H5CC5BGXX:1:11104:5898:2394	unclassified							
C	NS500322:33:H5CC5BGXX:1:11105:5928:2925	root;k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales;f_Oxalobacteraceae;g_Herbaspirillum;s_Herbaspirillum seropedicae	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Herbaspirillum	Herbaspirillum seropedicae
U	NS500322:33:H5CC5BGXX:1:11104:6188:2809	unclassified							
U	NS500322:33:H5CC5BGXX:1:11102:19342:17072	unclassified							
C	NS500322:33:H5CC5BGXX:1:11104:5141:10026	root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Prevotellaceae;g_Prevotella	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	
U	NS500322:33:H5CC5BGXX:1:11105:22962:4489	unclassified							
C	NS500322:33:H5CC5BGXX:1:11105:1551:2760	root;k_Bacteria;p_Firmicutes;c_;o_;f_;g_;s_Firmicutes bacterium ASF500	Bacteria	Firmicutes					Firmicutes bacterium ASF500
U	NS500322:33:H5CC5BGXX:1:11105:1593:3610	unclassified							
C	NS500322:33:H5CC5BGXX:1:11102:11317:16450	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales	Bacteria	Firmicutes	Clostridia	Clostridiales			
U	NS500322:33:H5CC5BGXX:1:11104:17215:7239	unclassified							
U	NS500322:33:H5CC5BGXX:1:11102:8025:18849	unclassified							
C	NS500322:33:H5CC5BGXX:1:11103:18384:5196	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Oscillospiraceae;g_Oscillibacter;s_Oscillibacter sp. 1-3	Bacteria	Firmicutes	Clostridia	Clostridiales	Oscillospiraceae	Oscillibacter	Oscillibacter sp. 1-3
U	NS500322:33:H5CC5BGXX:1:11105:14787:3091	unclassified							
U	NS500322:33:H5CC5BGXX:1:11104:9100:12278	unclassified							
C	NS500322:33:H5CC5BGXX:1:11105:17310:3413	root;k_Bacteria;p_Firmicutes;c_;o_;f_;g_;s_Firmicutes bacterium CAG:102	Bacteria	Firmicutes					Firmicutes bacterium CAG:102
U	NS500322:33:H5CC5BGXX:1:11103:3170:10095	unclassified							
U	NS500322:33:H5CC5BGXX:1:11102:19298:18810	unclassified							
C	NS500322:33:H5CC5BGXX:1:11104:15247:8664	root;k_Bacteria;p_Firmicutes;c_Erysipelotrichia;o_Erysipelotrichales;f_Erysipelotrichaceae;g_Solobacterium;s_Solobacterium moorei	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Solobacterium	Solobacterium moorei
C	NS500322:33:H5CC5BGXX:1:11105:15532:3932	root;k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Hyphomicrobiaceae	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae		
C	NS500322:33:H5CC5BGXX:1:11103:18044:6876	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Oscillospiraceae;g_Oscillibacter;s_Oscillibacter sp. CAG:155	Bacteria	Firmicutes	Clostridia	Clostridiales	Oscillospiraceae	Oscillibacter	Oscillibacter sp. CAG:155
C	NS500322:33:H5CC5BGXX:1:11103:10474:19655	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
U	NS500322:33:H5CC5BGXX:1:11103:18425:7763	unclassified							
C	NS500322:33:H5CC5BGXX:1:11101:21288:7469	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_;s_Lachnospiraceae bacterium 3-1	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		Lachnospiraceae bacterium 3-1
C	NS500322:33:H5CC5BGXX:1:11104:10908:2823	root;k_Bacteria;p_Firmicutes;c_;o_;f_;g_;s_Firmicutes bacterium CAG:94	Bacteria	Firmicutes					Firmicutes bacterium CAG:94
U	NS500322:33:H5CC5BGXX:1:11101:21440:17650	unclassified							
U	NS500322:33:H5CC5BGXX:1:11102:20283:18983	unclassified							
U	NS500322:33:H5CC5BGXX:1:11103:5886:14328	unclassified							
U	NS500322:33:H5CC5BGXX:1:11103:4350:7263	unclassified							
U	NS500322:33:H5CC5BGXX:1:11104:10394:5181	unclassified							
U	NS500322:33:H5CC5BGXX:1:11103:9650:4718	unclassified							
U	NS500322:33:H5CC5BGXX:1:11103:7264:5078	unclassified							
U	NS500322:33:H5CC5BGXX:1:11102:16175:9098	unclassified							
C	NS500322:33:H5CC5BGXX:1:11102:9891:13469	root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Aeromonadales;f_Succinivibrionaceae;g_Succinivibrio;s_Succinivibrio dextrinosolvens	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Succinivibrionaceae	Succinivibrio	Succinivibrio dextrinosolvens
U	NS500322:33:H5CC5BGXX:1:11104:8110:12214	unclassified							
C	NS500322:33:H5CC5BGXX:1:11102:9628:8282	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_;s_Lachnospiraceae bacterium 3-2	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		Lachnospiraceae bacterium 3-2
C	NS500322:33:H5CC5BGXX:1:11103:22813:3149	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_;s_Lachnospiraceae bacterium 28-4	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		Lachnospiraceae bacterium 28-4
C	NS500322:33:H5CC5BGXX:1:11102:17460:11435	root;k_Bacteria;p_Firmicutes	Bacteria	Firmicutes					
C	NS500322:33:H5CC5BGXX:1:11105:10273:5144	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
U	NS500322:33:H5CC5BGXX:1:11101:9826:13380	unclassified							
U	NS500322:33:H5CC5BGXX:1:11104:24277:14099	unclassified							
C	NS500322:33:H5CC5BGXX:1:11103:19716:12746	root;k_Bacteria;p_Firmicutes;c_;o_;f_;g_;s_Firmicutes bacterium CAG:137	Bacteria	Firmicutes					Firmicutes bacterium CAG:137
U	NS500322:33:H5CC5BGXX:1:11104:12774:9697	unclassified							
U	NS500322:33:H5CC5BGXX:1:11105:12829:5600	unclassified							
U	NS500322:33:H5CC5BGXX:1:11104:12409:17249	unclassified							
C	NS500322:33:H5CC5BGXX:1:11102:4406:5748	root;k_Bacteria;p_Firmicutes;c_;o_;f_;g_;s_Firmicutes bacterium ASF500	Bacteria	Firmicutes					Firmicutes bacterium ASF500
U	NS500322:33:H5CC5BGXX:1:11105:5485:3717	unclassified							
U	NS500322:33:H5CC5BGXX:1:11103:5774:2143	unclassified							
U	NS500322:33:H5CC5BGXX:1:11103:6485:13229	unclassified							
C	NS500322:33:H5CC5BGXX:1:11103:8776:15326	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_;g_Flavonifractor;s_uncultured Flavonifractor sp.	Bacteria	Firmicutes	Clostridia	Clostridiales		Flavonifractor	uncultured Flavonifractor sp.
U	NS500322:33:H5CC5BGXX:1:11102:18356:20371	unclassified							
C	NS500322:33:H5CC5BGXX:1:11102:22089:6042	root;k_Bacteria;p_Firmicutes;c_;o_;f_;g_;s_Firmicutes bacterium CAG:103	Bacteria	Firmicutes					Firmicutes bacterium CAG:103
C	NS500322:33:H5CC5BGXX:1:11101:12590:14803	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Butyrivibrio;s_Butyrivibrio sp. MC2013	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Butyrivibrio	Butyrivibrio sp. MC2013
C	NS500322:33:H5CC5BGXX:1:11104:19845:4682	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_;s_Lachnospiraceae bacterium 3-2	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		Lachnospiraceae bacterium 3-2
C	NS500322:33:H5CC5BGXX:1:11101:16003:1657	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales	Bacteria	Firmicutes	Clostridia	Clostridiales			
C	NS500322:33:H5CC5BGXX:1:11102:4274:7570	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales	Bacteria	Firmicutes	Clostridia	Clostridiales			
C	NS500322:33:H5CC5BGXX:1:11102:19607:10786	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
C	NS500322:33:H5CC5BGXX:1:11103:12186:14392	root;k_Bacteria	Bacteria						
